0	0
0.0003	0
0.0006	0
0.0009	0
0.0012	0
0.0015	338
0.0018	2957
0.0021	1163
0.0024	1142
0.0027	1166
0.003	1270
0.0033	1394
0.0036	1459
0.0039	1619
0.0042	1675
0.0045	1771
0.0048	1962
0.0051	1979
0.0054	2131
0.0057	2132
0.006	2350
0.0063	2542
0.0066	2586
0.0069	2668
0.0072	3066
0.0075	2837
0.0078	3129
0.0081	3940
0.0084	10445
0.0087	3626
0.009	3507
0.0093	4355
0.0096	13070
0.0099	6407
0.0102	1820
0.0105	1910
0.0108	1955
0.0111	2774
0.0114	1898
0.0117	1595
0.012	1503
0.0123	1478
0.0126	1560
0.0129	1606
0.0132	1628
0.0135	1686
0.0138	1783
0.0141	1800
0.0144	1783
0.0147	1791
0.015	1881
0.0153	1894
0.0156	1993
0.0159	2060
0.0162	2022
0.0165	2019
0.0168	2054
0.0171	2145
0.0174	2225
0.0177	2317
0.018	2325
0.0183	2329
0.0186	2465
0.0189	2454
0.0192	2535
0.0195	2603
0.0198	2640
0.0201	2735
0.0204	2724
0.0207	2824
0.021	2861
0.0213	2992
0.0216	2984
0.0219	3010
0.0222	3041
0.0225	3213
0.0228	3164
0.0231	3271
0.0234	3282
0.0237	3309
0.024	3480
0.0243	3481
0.0246	3490
0.0249	3548
0.0252	3721
0.0255	3593
0.0258	3721
0.0261	3940
0.0264	3934
0.0267	3868
0.027	4030
0.0273	4151
0.0276	4132
0.0279	4147
0.0282	4278
0.0285	4247
0.0288	4413
0.0291	4426
0.0294	4597
0.0297	4587
0.03	4617
0.0303	4723
0.0306	4764
0.0309	4945
0.0312	4870
0.0315	4964
0.0318	5035
0.0321	5142
0.0324	5087
0.0327	5214
0.033	5227
0.0333	5221
0.0336	5243
0.0339	5406
0.0342	5456
0.0345	5600
0.0348	5538
0.0351	5796
0.0354	5874
0.0357	5767
0.036	5840
0.0363	5917
0.0366	5951
0.0369	6132
0.0372	6168
0.0375	6314
0.0378	6212
0.0381	6426
0.0384	6336
0.0387	6481
0.039	6482
0.0393	6673
0.0396	6562
0.0399	6722
0.0402	6835
0.0405	7006
0.0408	7029
0.0411	6989
0.0414	7102
0.0417	6945
0.042	7139
0.0423	7183
0.0426	7304
0.0429	7206
0.0432	7479
0.0435	7477
0.0438	7479
0.0441	7513
0.0444	7506
0.0447	7609
0.045	7768
0.0453	7802
0.0456	7851
0.0459	7872
0.0462	7928
0.0465	7969
0.0468	8192
0.0471	8145
0.0474	8362
0.0477	8334
0.048	8398
0.0483	8457
0.0486	8434
0.0489	8526
0.0492	8783
0.0495	8635
0.0498	8640
0.0501	8824
0.0504	8718
0.0507	8975
0.051	8927
0.0513	9101
0.0516	9005
0.0519	9101
0.0522	9146
0.0525	9200
0.0528	9271
0.0531	9362
0.0534	9385
0.0537	9441
0.054	9576
0.0543	9544
0.0546	9858
0.0549	9625
0.0552	9794
0.0555	9856
0.0558	9680
0.0561	9710
0.0564	9930
0.0567	228510
0.057	9828
0.0573	9926
0.0576	9858
0.0579	407038
0.0582	9587
0.0585	9654
0.0588	9715
0.0591	9678
0.0594	9842
0.0597	9927
0.06	9835
0.0603	9796
0.0606	9724
0.0609	9877
0.0612	9919
0.0615	9833
0.0618	9860
0.0621	9925
0.0624	10109
0.0627	10025
0.063	9983
0.0633	9913
0.0636	9831
0.0639	10040
0.0642	9968
0.0645	9822
0.0648	9991
0.0651	10010
0.0654	164297
0.0657	9920
0.066	12445
0.0663	9846
0.0666	10020
0.0669	9872
0.0672	46603
0.0675	17533
0.0678	2915
0.0681	3011
0.0684	3058
0.0687	3033
0.069	3016
0.0693	2984
0.0696	3049
0.0699	3003
0.0702	3099
0.0705	3028
0.0708	3104
0.0711	3205
0.0714	3150
0.0717	3091
0.072	3123
0.0723	3077
0.0726	3237
0.0729	3259
0.0732	3209
0.0735	3197
0.0738	3210
0.0741	3088
0.0744	3291
0.0747	3300
0.075	3177
0.0753	3369
0.0756	3369
0.0759	3413
0.0762	3331
0.0765	3394
0.0768	3398
0.0771	3347
0.0774	3327
0.0777	3374
0.078	3394
0.0783	3380
0.0786	3423
0.0789	3474
0.0792	3501
0.0795	3470
0.0798	3547
0.0801	3495
0.0804	3528
0.0807	3433
0.081	3447
0.0813	3480
0.0816	3545
0.0819	3688
0.0822	3610
0.0825	3714
0.0828	3612
0.0831	3588
0.0834	3597
0.0837	3650
0.084	3662
0.0843	3657
0.0846	3658
0.0849	3584
0.0852	3700
0.0855	3661
0.0858	3784
0.0861	3668
0.0864	3615
0.0867	3719
0.087	3729
0.0873	3735
0.0876	3694
0.0879	3738
0.0882	3687
0.0885	3892
0.0888	3788
0.0891	3852
0.0894	3723
0.0897	3830
0.09	3875
0.0903	3976
0.0906	3852
0.0909	3690
0.0912	4047
0.0915	3886
0.0918	3981
0.0921	3948
0.0924	3855
0.0927	3904
0.093	3919
0.0933	3833
0.0936	3808
0.0939	3974
0.0942	3986
0.0945	3946
0.0948	3911
0.0951	3954
0.0954	3917
0.0957	4083
0.096	4032
0.0963	3965
0.0966	4063
0.0969	3959
0.0972	4231
0.0975	4030
0.0978	4055
0.0981	4026
0.0984	4024
0.0987	3978
0.099	4079
0.0993	4072
0.0996	4134
0.0999	4147
0.1002	4051
0.1005	4135
0.1008	4086
0.1011	4102
0.1014	4061
0.1017	4119
0.102	4144
0.1023	4188
0.1026	4150
0.1029	4135
0.1032	4301
0.1035	4090
0.1038	4013
0.1041	4056
0.1044	4143
0.1047	4178
0.105	4117
0.1053	4176
0.1056	4130
0.1059	4223
0.1062	4393
0.1065	4183
0.1068	4292
0.1071	4154
0.1074	4229
0.1077	4184
0.108	4271
0.1083	4298
0.1086	4292
0.1089	4235
0.1092	4158
0.1095	4232
0.1098	4183
0.1101	4296
0.1104	4384
0.1107	4257
0.111	4195
0.1113	4372
0.1116	4195
0.1119	4202
0.1122	4213
0.1125	4244
0.1128	4187
0.1131	4285
0.1134	4342
0.1137	4447
0.114	4374
0.1143	4287
0.1146	4311
0.1149	4264
0.1152	4221
0.1155	4291
0.1158	4240
0.1161	4227
0.1164	4304
0.1167	4343
0.117	4268
0.1173	4212
0.1176	4242
0.1179	4319
0.1182	4306
0.1185	4345
0.1188	4419
0.1191	4288
0.1194	4314
0.1197	4220
0.12	4325
0.1203	4342
0.1206	4310
0.1209	4423
0.1212	4264
0.1215	4421
0.1218	4261
0.1221	4319
0.1224	4307
0.1227	4296
0.123	4294
0.1233	4273
0.1236	4305
0.1239	4383
0.1242	4297
0.1245	4249
0.1248	4212
0.1251	4495
0.1254	4328
0.1257	4324
0.126	4278
0.1263	4295
0.1266	4194
0.1269	4301
0.1272	4350
0.1275	4317
0.1278	4334
0.1281	4249
0.1284	4302
0.1287	4362
0.129	4287
0.1293	4353
0.1296	4216
0.1299	4303
0.1302	4391
0.1305	4305
0.1308	4330
0.1311	4324
0.1314	4317
0.1317	4363
0.132	4225
0.1323	4225
0.1326	4253
0.1329	4319
0.1332	4250
0.1335	4375
0.1338	4333
0.1341	4403
0.1344	4329
0.1347	4385
0.135	4281
0.1353	4206
0.1356	4165
0.1359	4256
0.1362	4348
0.1365	4191
0.1368	4220
0.1371	4173
0.1374	4248
0.1377	4267
0.138	4365
0.1383	4194
0.1386	4272
