0	0
0.0003	0
0.0006	0
0.0009	0
0.0012	0
0.0015	325
0.0018	2869
0.0021	1071
0.0024	1095
0.0027	1205
0.003	1240
0.0033	1325
0.0036	1455
0.0039	1634
0.0042	1708
0.0045	1768
0.0048	1855
0.0051	1978
0.0054	2046
0.0057	2185
0.006	2329
0.0063	2484
0.0066	2566
0.0069	2667
0.0072	3101
0.0075	2841
0.0078	2965
0.0081	3862
0.0084	10281
0.0087	3652
0.009	3440
0.0093	4333
0.0096	13039
0.0099	6023
0.0102	1899
0.0105	1801
0.0108	1950
0.0111	2739
0.0114	1818
0.0117	1682
0.012	1422
0.0123	1532
0.0126	1549
0.0129	1566
0.0132	1545
0.0135	1655
0.0138	1745
0.0141	1720
0.0144	1718
0.0147	1755
0.015	1854
0.0153	1948
0.0156	1912
0.0159	1886
0.0162	2014
0.0165	2089
0.0168	2114
0.0171	2166
0.0174	2231
0.0177	2128
0.018	2325
0.0183	2293
0.0186	2275
0.0189	2347
0.0192	2451
0.0195	2526
0.0198	2585
0.0201	2686
0.0204	2684
0.0207	2786
0.021	2857
0.0213	2868
0.0216	2784
0.0219	2985
0.0222	3077
0.0225	3167
0.0228	3090
0.0231	3211
0.0234	3278
0.0237	3187
0.024	3443
0.0243	3360
0.0246	3471
0.0249	3538
0.0252	3621
0.0255	3639
0.0258	3721
0.0261	3752
0.0264	3832
0.0267	3908
0.027	3921
0.0273	4102
0.0276	4089
0.0279	4066
0.0282	4224
0.0285	4278
0.0288	4342
0.0291	4429
0.0294	4625
0.0297	4485
0.03	4632
0.0303	4717
0.0306	4773
0.0309	4794
0.0312	4811
0.0315	4848
0.0318	4975
0.0321	5013
0.0324	4974
0.0327	5250
0.033	5234
0.0333	5268
0.0336	5439
0.0339	5394
0.0342	5430
0.0345	5488
0.0348	5510
0.0351	5667
0.0354	5655
0.0357	5821
0.036	5749
0.0363	5850
0.0366	5901
0.0369	5925
0.0372	6145
0.0375	6047
0.0378	6240
0.0381	6238
0.0384	6209
0.0387	6380
0.039	6361
0.0393	6345
0.0396	6435
0.0399	6584
0.0402	6703
0.0405	6857
0.0408	6862
0.0411	6736
0.0414	6817
0.0417	6856
0.042	7043
0.0423	7060
0.0426	7209
0.0429	7246
0.0432	7229
0.0435	7402
0.0438	7407
0.0441	7333
0.0444	7465
0.0447	7565
0.045	7535
0.0453	7620
0.0456	7674
0.0459	7826
0.0462	7830
0.0465	7949
0.0468	8177
0.0471	8101
0.0474	8224
0.0477	8137
0.048	8235
0.0483	8377
0.0486	8315
0.0489	8586
0.0492	8617
0.0495	8667
0.0498	8621
0.0501	8551
0.0504	8686
0.0507	8802
0.051	8818
0.0513	8840
0.0516	8848
0.0519	8974
0.0522	9087
0.0525	9182
0.0528	9205
0.0531	9230
0.0534	9293
0.0537	9389
0.054	9367
0.0543	9505
0.0546	9589
0.0549	9641
0.0552	9578
0.0555	9625
0.0558	9577
0.0561	9855
0.0564	9564
0.0567	226131
0.057	9749
0.0573	9532
0.0576	9810
0.0579	401815
0.0582	9649
0.0585	9445
0.0588	9509
0.0591	9608
0.0594	9725
0.0597	9571
0.06	9724
0.0603	9471
0.0606	9676
0.0609	9710
0.0612	9814
0.0615	9934
0.0618	9618
0.0621	9891
0.0624	10058
0.0627	9886
0.063	9861
0.0633	9865
0.0636	9890
0.0639	10056
0.0642	9677
0.0645	9969
0.0648	9879
0.0651	10101
0.0654	162194
0.0657	9860
0.066	12444
0.0663	9897
0.0666	9906
0.0669	10142
0.0672	45929
0.0675	17219
0.0678	2930
0.0681	2940
0.0684	3048
0.0687	3005
0.069	3031
0.0693	2991
0.0696	3024
0.0699	3013
0.0702	3111
0.0705	3086
0.0708	3013
0.0711	3007
0.0714	3047
0.0717	3033
0.072	3100
0.0723	3060
0.0726	3137
0.0729	3128
0.0732	3188
0.0735	3312
0.0738	3136
0.0741	3213
0.0744	3171
0.0747	3263
0.075	3225
0.0753	3286
0.0756	3130
0.0759	3286
0.0762	3249
0.0765	3259
0.0768	3323
0.0771	3244
0.0774	3332
0.0777	3354
0.078	3391
0.0783	3410
0.0786	3352
0.0789	3528
0.0792	3353
0.0795	3414
0.0798	3430
0.0801	3505
0.0804	3464
0.0807	3522
0.081	3481
0.0813	3518
0.0816	3541
0.0819	3518
0.0822	3574
0.0825	3526
0.0828	3515
0.0831	3559
0.0834	3677
0.0837	3556
0.084	3555
0.0843	3679
0.0846	3597
0.0849	3577
0.0852	3634
0.0855	3573
0.0858	3642
0.0861	3676
0.0864	3575
0.0867	3641
0.087	3750
0.0873	3740
0.0876	3724
0.0879	3789
0.0882	3724
0.0885	3622
0.0888	3660
0.0891	3738
0.0894	3750
0.0897	3798
0.09	3797
0.0903	3861
0.0906	3853
0.0909	3769
0.0912	3796
0.0915	3855
0.0918	3785
0.0921	3929
0.0924	3738
0.0927	3878
0.093	3822
0.0933	3914
0.0936	3721
0.0939	3843
0.0942	3961
0.0945	3912
0.0948	3885
0.0951	3984
0.0954	4063
0.0957	3904
0.096	3971
0.0963	3962
0.0966	3966
0.0969	4060
0.0972	4010
0.0975	3965
0.0978	4017
0.0981	4013
0.0984	4018
0.0987	3992
0.099	4077
0.0993	4174
0.0996	4008
0.0999	4017
0.1002	3954
0.1005	4109
0.1008	3910
0.1011	4034
0.1014	3909
0.1017	4094
0.102	4084
0.1023	3977
0.1026	4043
0.1029	3982
0.1032	4084
0.1035	4164
0.1038	4052
0.1041	4011
0.1044	4218
0.1047	4201
0.105	4140
0.1053	4100
0.1056	4182
0.1059	4159
0.1062	4114
0.1065	4024
0.1068	4162
0.1071	4182
0.1074	4160
0.1077	4257
0.108	4067
0.1083	4099
0.1086	4181
0.1089	4114
0.1092	4233
0.1095	4198
0.1098	4162
0.1101	4260
0.1104	4246
0.1107	4087
0.111	4219
0.1113	4247
0.1116	4262
0.1119	4327
0.1122	4212
0.1125	4305
0.1128	4236
0.1131	4244
0.1134	4198
0.1137	4181
0.114	4148
0.1143	4217
0.1146	4289
0.1149	4248
0.1152	4226
0.1155	4184
0.1158	4169
0.1161	4194
0.1164	4230
0.1167	4233
0.117	4223
0.1173	4397
0.1176	4197
0.1179	4218
0.1182	4274
0.1185	4376
0.1188	4236
0.1191	4231
0.1194	4310
0.1197	4303
0.12	4257
0.1203	4149
0.1206	4309
0.1209	4304
0.1212	4345
0.1215	4226
0.1218	4262
0.1221	4106
0.1224	4253
0.1227	4256
0.123	4195
0.1233	4410
0.1236	4283
0.1239	4266
0.1242	4202
0.1245	4238
0.1248	4396
0.1251	4365
0.1254	4311
0.1257	4211
0.126	4193
0.1263	4164
0.1266	4222
0.1269	4269
0.1272	4170
0.1275	4128
0.1278	4254
0.1281	4160
0.1284	4237
0.1287	4202
0.129	4221
0.1293	4282
0.1296	4268
0.1299	4227
0.1302	4287
0.1305	4170
0.1308	4375
0.1311	4141
0.1314	4219
0.1317	4253
0.132	4254
0.1323	4231
0.1326	4337
0.1329	4141
0.1332	4232
0.1335	4170
0.1338	4175
0.1341	4363
0.1344	4229
0.1347	4181
0.135	4251
0.1353	4240
0.1356	4134
0.1359	4206
0.1362	4238
0.1365	4237
0.1368	4220
0.1371	4161
0.1374	4086
0.1377	4145
0.138	4242
0.1383	4261
0.1386	4229
